"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Late night workout 🌙","6 Nov 2025, 23:35","6 Nov 2025, 23:46","","Kettlebell Shoulder Press",,"",0,"normal",16,7,,,
"Late night workout 🌙","6 Nov 2025, 23:35","6 Nov 2025, 23:46","","Gorilla Row (Kettlebell)",,"",0,"normal",16,10,,,
"Late night workout 🌙","6 Nov 2025, 23:35","6 Nov 2025, 23:46","","Gorilla Row (Kettlebell)",,"",1,"normal",16,10,,,
"Late night workout 🌙","6 Nov 2025, 23:35","6 Nov 2025, 23:46","","Gorilla Row (Kettlebell)",,"",2,"normal",16,10,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Kettlebell Shoulder Press",,"",0,"normal",14,8,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Kettlebell Shoulder Press",,"",1,"normal",14,8,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Kettlebell Shoulder Press",,"",2,"normal",14,8,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Kettlebell Shoulder Press",,"",3,"normal",14,8,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Kettlebell Shoulder Press",,"",4,"normal",14,8,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Kettlebell Shoulder Press",,"",5,"normal",14,8,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Kettlebell Swing",,"",0,"normal",14,22,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Kettlebell Swing",,"",1,"normal",14,25,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Kettlebell Swing",,"",2,"normal",14,22,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Thruster (Kettlebell)",,"",0,"normal",14,10,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Thruster (Kettlebell)",,"",1,"normal",14,11,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Thruster (Kettlebell)",,"",2,"normal",14,10,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Burpee",,"",0,"normal",,10,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Burpee",,"",1,"normal",,11,,,
"Morning workout ☀️","5 Nov 2025, 08:50","5 Nov 2025, 09:30","","Burpee",,"",2,"normal",,10,,,
"Morning workout ☀️","4 Nov 2025, 08:28","4 Nov 2025, 08:33","","Kettlebell Swing",,"",0,"normal",16,10,,,
"Morning workout ☀️","4 Nov 2025, 08:28","4 Nov 2025, 08:33","","Kettlebell Swing",,"",1,"normal",16,10,,,
"Morning workout ☀️","4 Nov 2025, 08:28","4 Nov 2025, 08:33","","Kettlebell Swing",,"",2,"normal",16,10,,,
"Morning workout ☀️","4 Nov 2025, 08:28","4 Nov 2025, 08:33","","Kettlebell Swing",,"",3,"normal",16,10,,,
"Morning workout ☀️","4 Nov 2025, 08:28","4 Nov 2025, 08:33","","Gorilla Row (Kettlebell)",,"",0,"normal",16,12,,,
"Morning workout ☀️","4 Nov 2025, 08:28","4 Nov 2025, 08:33","","Gorilla Row (Kettlebell)",,"",1,"normal",16,12,,,
"Morning workout ☀️","4 Nov 2025, 08:28","4 Nov 2025, 08:33","","Thruster (Kettlebell)",,"",0,"normal",16,5,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Kettlebell Goblet Squat",,"",0,"normal",24,5,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Kettlebell Goblet Squat",,"",1,"normal",28,5,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Kettlebell Goblet Squat",,"",2,"normal",32,6,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Kettlebell Goblet Squat",,"",3,"normal",32,6,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Kettlebell Goblet Squat",,"",4,"normal",32,6,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Kettlebell Goblet Squat",,"",5,"normal",32,6,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Kettlebell Goblet Squat",,"",6,"normal",32,6,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Kettlebell Goblet Squat",,"",7,"normal",32,6,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Mountain Climber",,"",0,"normal",,30,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Mountain Climber",,"",1,"normal",,30,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Mountain Climber",,"",2,"normal",,30,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Mountain Climber",,"",3,"normal",,30,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Mountain Climber",,"",4,"normal",,30,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Sit Up",,"",0,"normal",,8,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Sit Up",,"",1,"normal",,8,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Sit Up",,"",2,"normal",,8,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Sit Up",,"",3,"normal",,4,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Sit Up",,"",4,"normal",,5,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Sit Up",,"",5,"normal",,6,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Bicycle Crunch Raised Legs",,"",0,"normal",,20,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Bicycle Crunch Raised Legs",,"",1,"normal",,20,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Bicycle Crunch Raised Legs",,"",2,"normal",,20,,,
"Morning workout ☀️","3 Nov 2025, 07:52","3 Nov 2025, 08:33","","Bicycle Crunch Raised Legs",,"",3,"normal",,20,,,
"Afternoon workout 💪","2 Nov 2025, 18:43","2 Nov 2025, 18:48","","Kettlebell Halo",,"",0,"normal",16,5,,,
"Afternoon workout 💪","2 Nov 2025, 18:43","2 Nov 2025, 18:48","","Kettlebell Halo",,"",1,"normal",16,5,,,
"Afternoon workout 💪","2 Nov 2025, 18:43","2 Nov 2025, 18:48","","Kettlebell Swing",,"",0,"normal",16,10,,,
"Afternoon workout 💪","2 Nov 2025, 18:43","2 Nov 2025, 18:48","","Kettlebell Swing",,"",1,"normal",16,10,,,
"Afternoon workout 💪","2 Nov 2025, 18:43","2 Nov 2025, 18:48","","Kettlebell Swing",,"",2,"normal",16,10,,,
"Late night workout 🌙","1 Nov 2025, 22:42","1 Nov 2025, 22:45","","Kettlebell Shoulder Press",,"",0,"normal",16,5,,,
"Late night workout 🌙","1 Nov 2025, 22:42","1 Nov 2025, 22:45","","Kettlebell Shoulder Press",,"",1,"normal",16,5,,,
"Late night workout 🌙","1 Nov 2025, 22:42","1 Nov 2025, 22:45","","Kettlebell Shoulder Press",,"",2,"normal",16,2,,,
"Late night workout 🌙","1 Nov 2025, 22:42","1 Nov 2025, 22:45","","Kettlebell Shoulder Press",,"",3,"normal",16,2,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Gorilla Row (Kettlebell)",,"",0,"normal",32,6,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Gorilla Row (Kettlebell)",,"",1,"normal",32,6,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Gorilla Row (Kettlebell)",,"",2,"normal",32,6,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Gorilla Row (Kettlebell)",,"",3,"normal",32,6,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Gorilla Row (Kettlebell)",,"",4,"normal",32,6,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Gorilla Row (Kettlebell)",,"",5,"normal",32,6,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Kettlebell Swing",,"",0,"normal",20,10,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Kettlebell Swing",,"",1,"normal",20,10,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Kettlebell Swing",,"",2,"normal",20,10,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Kettlebell Swing",,"",3,"normal",20,10,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Kettlebell Swing",,"",4,"normal",20,10,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Kettlebell Swing",,"",5,"normal",20,10,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Kettlebell Swing",,"",6,"normal",20,10,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Squat (Bodyweight)",,"",0,"normal",,8,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Squat (Bodyweight)",,"",1,"normal",,8,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Squat (Bodyweight)",,"",2,"normal",,8,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Squat (Bodyweight)",,"",3,"normal",,8,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Squat (Bodyweight)",,"",4,"normal",,8,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Squat (Bodyweight)",,"",5,"normal",,8,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Squat (Bodyweight)",,"",6,"normal",,8,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","High Knees",,"",0,"normal",,30,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","High Knees",,"",1,"normal",,30,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","High Knees",,"",2,"normal",,30,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","High Knees",,"",3,"normal",,30,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","High Knees",,"",4,"normal",,30,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","High Knees",,"",5,"normal",,30,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","High Knees",,"",6,"normal",,30,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Burpee",,"",0,"normal",,5,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Burpee",,"",1,"normal",,5,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Burpee",,"",2,"normal",,5,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Burpee",,"",3,"normal",,5,,,
"Morning workout ☀️","31 Oct 2025, 11:02","31 Oct 2025, 11:42","","Burpee",,"",4,"normal",,5,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Gorilla Row (Kettlebell)",,"",0,"normal",28,12,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Gorilla Row (Kettlebell)",,"",1,"normal",28,12,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Gorilla Row (Kettlebell)",,"",2,"normal",28,12,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Squat (Bodyweight)",,"",0,"normal",,10,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Squat (Bodyweight)",,"",1,"normal",,9,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Squat (Bodyweight)",,"",2,"normal",,8,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Squat (Bodyweight)",,"",3,"normal",,7,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Squat (Bodyweight)",,"",4,"normal",,6,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Squat (Bodyweight)",,"",5,"normal",,5,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Burpee",,"",0,"normal",,10,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Burpee",,"",1,"normal",,9,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Burpee",,"",2,"normal",,6,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Burpee",,"",3,"normal",,5,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Burpee",,"",4,"normal",,5,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Kettlebell Swing",,"",0,"normal",16,10,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Kettlebell Swing",,"",1,"normal",16,9,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Kettlebell Swing",,"",2,"normal",16,8,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Kettlebell Swing",,"",3,"normal",16,7,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Kettlebell Swing",,"",4,"normal",16,6,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Kettlebell Swing",,"",5,"normal",16,5,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Kettlebell Swing",,"",6,"normal",16,6,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Thruster (Kettlebell)",,"",0,"normal",16,10,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Thruster (Kettlebell)",,"",1,"normal",16,9,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Thruster (Kettlebell)",,"",2,"normal",16,6,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Thruster (Kettlebell)",,"",3,"normal",16,5,,,
"Morning workout ☀️","24 Oct 2025, 10:15","24 Oct 2025, 10:55","","Thruster (Kettlebell)",,"",4,"normal",16,5,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Shoulder Press",,"",0,"normal",12,8,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Shoulder Press",,"",1,"normal",12,8,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Shoulder Press",,"",2,"normal",12,8,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Shoulder Press",,"",3,"normal",12,8,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Shoulder Press",,"",4,"normal",12,8,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Shoulder Press",,"",5,"normal",12,8,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Shoulder Press",,"",6,"normal",12,8,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Shoulder Press",,"",7,"normal",12,8,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Clean",,"",0,"normal",16,2,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Clean",,"",1,"normal",16,2,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Clean",,"",2,"normal",16,2,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Clean",,"",3,"normal",16,2,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Clean",,"",4,"normal",16,2,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Clean",,"",5,"normal",16,2,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Clean",,"",6,"normal",16,2,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Goblet Squat",,"",0,"normal",16,6,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Goblet Squat",,"",1,"normal",16,6,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Goblet Squat",,"",2,"normal",16,6,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Goblet Squat",,"",3,"normal",16,6,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Goblet Squat",,"",4,"normal",16,6,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Goblet Squat",,"",5,"normal",16,6,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Goblet Squat",,"",6,"normal",16,6,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Swing",,"",0,"normal",16,10,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Swing",,"",1,"normal",16,10,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Swing",,"",2,"normal",16,10,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Swing",,"",3,"normal",16,10,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Swing",,"",4,"normal",16,10,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Swing",,"",5,"normal",16,10,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kettlebell Swing",,"",6,"normal",16,10,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kneeling Push Up",,"",0,"normal",,4,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kneeling Push Up",,"",1,"normal",,4,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kneeling Push Up",,"",2,"normal",,4,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kneeling Push Up",,"",3,"normal",,4,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kneeling Push Up",,"",4,"normal",,4,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kneeling Push Up",,"",5,"normal",,4,,,
"Morning workout ☀️","22 Oct 2025, 06:40","22 Oct 2025, 07:21","","Kneeling Push Up",,"",6,"normal",,4,,,
"Morning workout ☀️","16 Oct 2025, 08:37","16 Oct 2025, 08:45","","Thruster (Kettlebell)",,"",0,"normal",20,4,,,
"Morning workout ☀️","16 Oct 2025, 08:37","16 Oct 2025, 08:45","","Thruster (Kettlebell)",,"",1,"normal",16,6,,,
"Morning workout ☀️","16 Oct 2025, 08:37","16 Oct 2025, 08:45","","Thruster (Kettlebell)",,"",2,"normal",20,4,,,
"Morning workout ☀️","16 Oct 2025, 08:37","16 Oct 2025, 08:45","","Thruster (Kettlebell)",,"",3,"normal",16,6,,,
"Morning workout ☀️","16 Oct 2025, 08:37","16 Oct 2025, 08:45","","Kettlebell Halo",,"",0,"normal",16,10,,,
"Morning workout ☀️","16 Oct 2025, 08:37","16 Oct 2025, 08:45","","Triceps Extension (Dumbbell)",,"",0,"normal",5,10,,,
"Morning workout ☀️","16 Oct 2025, 08:37","16 Oct 2025, 08:45","","Triceps Extension (Dumbbell)",,"",1,"normal",5,10,,,
"Morning workout ☀️","16 Oct 2025, 08:37","16 Oct 2025, 08:45","","Sit Up",,"",0,"normal",,10,,,
"Morning workout ☀️","16 Oct 2025, 08:37","16 Oct 2025, 08:45","","Kettlebell Shoulder Press",,"One arm press",0,"normal",16,4,,,
"Morning workout ☀️","16 Oct 2025, 08:37","16 Oct 2025, 08:45","","Kettlebell Shoulder Press",,"One arm press",1,"normal",16,4,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Gorilla Row (Kettlebell)",,"",0,"normal",28,10,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Gorilla Row (Kettlebell)",,"",1,"normal",28,10,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Gorilla Row (Kettlebell)",,"",2,"normal",28,10,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Gorilla Row (Kettlebell)",,"",3,"normal",28,10,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Swing",,"",0,"normal",16,2,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Swing",,"",1,"normal",16,4,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Swing",,"",2,"normal",16,6,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Swing",,"",3,"normal",16,8,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Swing",,"",4,"normal",16,10,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Clean",,"",0,"normal",16,2,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Clean",,"",1,"normal",16,4,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Clean",,"",2,"normal",16,6,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Clean",,"",3,"normal",16,8,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Clean",,"",4,"normal",16,10,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Goblet Squat",,"",0,"normal",16,2,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Goblet Squat",,"",1,"normal",16,4,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Goblet Squat",,"",2,"normal",16,6,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Goblet Squat",,"",3,"normal",16,8,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Kettlebell Goblet Squat",,"",4,"normal",16,10,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Burpee",,"",0,"normal",,2,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Burpee",,"",1,"normal",,4,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Burpee",,"",2,"normal",,6,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Burpee",,"",3,"normal",,8,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Burpee",,"",4,"normal",,10,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Sit Up",,"",0,"normal",,4,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Sit Up",,"",1,"normal",,8,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Sit Up",,"",2,"normal",,10,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Sit Up",,"",3,"normal",,10,,,
"Morning workout ☀️","15 Oct 2025, 07:36","15 Oct 2025, 08:16","","Sit Up",,"",4,"normal",,10,,,
"Morning workout ☀️","14 Oct 2025, 08:52","14 Oct 2025, 08:57","","Thruster (Kettlebell)",,"",0,"normal",20,5,,,
"Morning workout ☀️","14 Oct 2025, 08:52","14 Oct 2025, 08:57","","Kettlebell Swing",,"",0,"normal",20,10,,,
"Morning workout ☀️","14 Oct 2025, 08:52","14 Oct 2025, 08:57","","Kettlebell Swing",,"",1,"normal",20,10,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Kettlebell Goblet Squat",,"",0,"normal",14,8,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Kettlebell Goblet Squat",,"",1,"normal",28,10,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Kettlebell Goblet Squat",,"",2,"normal",28,10,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Kettlebell Goblet Squat",,"",3,"normal",28,10,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Kettlebell Goblet Squat",,"",4,"normal",28,10,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Kettlebell Curl",,"",0,"normal",14,10,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Kettlebell Curl",,"",1,"normal",14,10,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Kettlebell Curl",,"",2,"normal",14,12,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Kettlebell Curl",,"",3,"normal",14,15,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Reverse Lunge",,"5 reps each leg",0,"normal",,10,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Reverse Lunge",,"5 reps each leg",1,"normal",,10,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Reverse Lunge",,"5 reps each leg",2,"normal",,10,,,
"Morning workout ☀️","13 Oct 2025, 09:58","13 Oct 2025, 10:28","Quad Monday","Reverse Lunge",,"5 reps each leg",3,"normal",,10,,,
